Event	ID	Name			Wwise Object Path	Notes
	143313	Play_X_Falcon_Dash			\Default Work Unit\Play_X_Falcon_Dash	
	21663534	Stop_X_Charging			\Default Work Unit\Stop_X_Charging	
	50320752	X_Die			\Default Work Unit\X_Die	
	128191538	Play_X_Slash2_SFX			\Default Work Unit\Play_X_Slash2_SFX	
	179916425	X_ShotgunIce			\Default Work Unit\X_ShotgunIce	
	288862286	Play_X_MaxBusterChargeShot_SFX			\Default Work Unit\Play_X_MaxBusterChargeShot_SFX	
	469211204	Play_X_Rathalos_Swing_SFX			\Default Work Unit\Play_X_Rathalos_Swing_SFX	
	579338694	Play_X_LightBuster_C			\Default Work Unit\Play_X_LightBuster_C	
	785420306	X_Dash			\Default Work Unit\X_Dash	
	796650146	X_ChargeShot			\Default Work Unit\X_ChargeShot	
	860416293	Play_X_Error_SFX			\Default Work Unit\Play_X_Error_SFX	
	992292707	X_FullCharged			\Default Work Unit\X_FullCharged	
	1048831387	X_HomingTorpedo			\Default Work Unit\X_HomingTorpedo	
	1055369770	X_FireWaveSFX			\Default Work Unit\X_FireWaveSFX	
	1078095958	Play_X_Hypermode2_SFX			\Default Work Unit\Play_X_Hypermode2_SFX	
	1145248587	Play_XReady			\Default Work Unit\Play_XReady	
	1351141511	Play_X_Slash3_SFX			\Default Work Unit\Play_X_Slash3_SFX	
	1468615382	Play_X_Simple_Bullet			\Default Work Unit\Play_X_Simple_Bullet	
	1693478797	X_XPassive			\Default Work Unit\X_XPassive	
	1727730986	Play_X_RathalosBuster_S			\Default Work Unit\Play_X_RathalosBuster_S	
	1727731002	Play_X_RathalosBuster_C			\Default Work Unit\Play_X_RathalosBuster_C	
	1879878613	Play_X_NovaStrike_SFX			\Default Work Unit\Play_X_NovaStrike_SFX	
	1992039356	X_MidBullet			\Default Work Unit\X_MidBullet	
	2129706662	X_SqueezeBomb			\Default Work Unit\X_SqueezeBomb	
	2277553633	X_FireWave			\Default Work Unit\X_FireWave	
	2450744783	Play_X_RisingFire_SFX			\Default Work Unit\Play_X_RisingFire_SFX	
	2566621946	X_XAttack			\Default Work Unit\X_XAttack	
	2625481183	Play_X_HMCooldown2_SFX			\Default Work Unit\Play_X_HMCooldown2_SFX	
	2721729215	Play_X_Squeezebomb_SFX			\Default Work Unit\Play_X_Squeezebomb_SFX	
	2921199211	Play_X_Footstep_SFX			\Default Work Unit\Play_X_Footstep_SFX	
	3040214759	Play_X_GoldenArmor_SFX			\Default Work Unit\Play_X_GoldenArmor_SFX	
	3330226760	Play_X_HyperMode_SFX			\Default Work Unit\Play_X_HyperMode_SFX	
	3358936867	X_Charging			\Default Work Unit\X_Charging	
	3528795831	Play_X_HMCooldown_SFX			\Default Work Unit\Play_X_HMCooldown_SFX	
	3545925019	Play_X_Head_SFX			\Default Work Unit\Play_X_Head_SFX	
	3695398712	Play_X_AcidBurst_SFX			\Default Work Unit\Play_X_AcidBurst_SFX	
	3777387455	Play_X_GAGaea			\Default Work Unit\Play_X_GAGaea	
	3793204761	Play_X_MeltCreeper_VSFX			\Default Work Unit\Play_X_MeltCreeper_VSFX	
	3983830649	Play_X_RisingFireCharged_SFX			\Default Work Unit\Play_X_RisingFireCharged_SFX	
	4042456846	Play_X_HomingTorpedo_SFX			\Default Work Unit\Play_X_HomingTorpedo_SFX	
	4143933107	Play_ChameleonSting			\Default Work Unit\Play_ChameleonSting	
	4279990684	Play_X_ChameleonSting_SFX			\Default Work Unit\Play_X_ChameleonSting_SFX	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	335201293	XFullPower	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XFullPower_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XPassive\XFullPower		21081
	362655958	X_NovaStrike_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_NovaStrike_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_NovaStrike_SFX		7065
	381417066	X_Falcon_Dash	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_Falcon_Dash_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_Falcon_Dash		12332
	398191745	X_RisingFireCharged_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_RisingFireCharged_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_RisingFireCharged_SFX		25645
	443693579	X_Slash2_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_Slash2_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_Slash2_SFX		5896
	459209003	XHereWeGo	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XHereWeGo_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XPassive\XHereWeGo		17415
	575757206	XDie	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XDie_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XDie		16878
	581798863	X_RathalosBuster_S	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_RathalosBuster_S_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_RathalosBuster_S		16147
	615349031	XFireLoop	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XFireLoop_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XFireLoop		17468
	634094498	X_ChameleonSting_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_ChameleonSting_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_ChameleonSting_SFX		9390
	669571034	XIaa	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XIaa_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XAttack\XIaa		2874
	694819933	FireWave	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\FireWave_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\FireWave		5270
	700939537	XChargeShot	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XChargeShoot_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XChargeShot		4171
	706618688	X_Hypermode2_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_Hypermode2_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_Hypermode2_SFX		29971
	718044099	X_Slash3_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_Slash3_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_Slash3_SFX		6366
	769715905	X_Footstep_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_Footstep_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_Footstep_SFX		3421
	778580850	X_GAGaea	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_GAGaea_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_GAGaea		61808
	803283439	Dash	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\Dash_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\Dash		4188
	806532380	X_HomingTorpedo_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_HomingTorpedo_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_HomingTorpedo_SFX		10086
	821892311	XICantLose	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XICantLose_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XPassive\XICantLose		16522
	845837137	X_RathalosBuster_C	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_RathalosBuster_C_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_RathalosBuster_C		13890
	852035621	X_aahh_VFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_aahh_VFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XAttack\X_aahh_VFX		12782
	866026516	X_LightBuster_C	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_LightBuster_C_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_LightBuster_C		12285
	868571272	Charging	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X8ChargeIn3_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\Charging		32205
	901213113	XReady	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XReady_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XReady		8569
	911450102	ChameleonSting	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\ChameleonSting_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\ChameleonSting		6412
	916365060	X_Simple_Bullet	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_Simple_Bullet_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_Simple_Bullet		4873
	919515347	ShotgunIce	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\ShotgunIce_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\ShotgunIce		6099
	927812086	X_GoldenArmor_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_GoldenArmor_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_GoldenArmor_SFX		20406
	938851976	X_HMCooldown_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_HMCooldown_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_HMCooldown_SFX		63367
	994555470	XHaa	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XHaa_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XAttack\XHaa		5174
	1006263628	X_RisingFire_SFX	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X_RisingFire_SFX_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\X_RisingFire_SFX		12180
	1011021810	XGoDown	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XGoDown_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XAttack\XGoDown		12422
	1030692736	XBullet	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\X8Shot_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XBullet		4379
	1039698362	XMyTurn	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\XMyTurn_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\XPassive\XMyTurn		12407
	1052041607	SqueezeBomb	A:\Users\augus\Documents\WwiseProjects\MegamanXV3SB\.cache\Windows\SFX\SqueezeBomb_EDCD4836.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Mixxer\SqueezeBomb		17659

